IIN	Type	Name	Length
423538	Visa Debit	NORTON COMMUNITY CREDIT UNION	16
423539	Visa	CREDIT UNION CARD SERVICES, INC	16
423540	Visa	CREDIT UNION CARD SERVICES, INC	16
423541	Visa Credit	METHODIST FEDERAL CREDIT UNION	16
423543	Visa Credit	INLAND EMPLOYEES FEDERAL CREDIT UNION	16
423544	Visa	CREDIT UNION CARD SERVICES, INC	16
423545	Visa	CREDIT UNION CARD SERVICES, INC	16
423546	Visa Credit	EDUCATORS & EMPLOYEES CREDIT UNION	16
423547	Visa	CREDIT UNION CARD SERVICES, INC	16
423548	Visa	CREDIT UNION CARD SERVICES, INC	16
423549	Visa	CREDIT UNION CARD SERVICES, INC	16
423550	Visa	CREDIT UNION CARD SERVICES, INC	16
423551	Visa Credit	GENERAL ELECTRIC EMPLOYEES FEDERAL CREDIT UNION	16
423552	Visa Credit	CENCONN CREDIT UNION, INC	16
423553	Visa Credit	VANTAGE CREDIT UNION	16
423554	Visa	CREDIT UNION CARD SERVICES, INC	16
423555	Visa	CREDIT UNION CARD SERVICES, INC	16
423556	Visa Credit	FIRST NATIONAL BANK OF OMAHA	16
423557	Visa	CREDIT UNION CARD SERVICES, INC	16
423558	Visa Credit	DEEPWATER INDUSTRIES FEDERAL CREDIT UNION	16
423559	Visa	CREDIT UNION CARD SERVICES, INC	16
423560	Visa Credit	CREDIT UNION CARD SERVICES, INC	16
423561	Visa	CREDIT UNION CARD SERVICES, INC	16
423562	Visa	CREDIT UNION CARD SERVICES, INC	16
423565	Visa Debit	UNIFIED PEOPLE'S FEDERAL CREDIT UNION	16
423566	Visa	CREDIT UNION CARD SERVICES, INC	16
423567	Visa Credit	EVANSVILLE TEACHERS FEDERAL CREDIT UNION	16
423568	Visa	SAN DIEGO COUNTY CREDIT UNION	16
423569	Visa	CREDIT UNION CARD SERVICES, INC	16
423570	Visa Debit	BMI FEDERAL CREDIT UNION	16
423571	Visa Credit	CREDIT UNION CARD SERVICES, INC	16
423572	Visa Credit	CREDIT UNION CARD SERVICES, INC	16
423573	Visa	CREDIT UNION CARD SERVICES, INC	16
423574	Visa Credit	SPC COOPERATIVE CREDIT UNION	16
423575	Visa	CREDIT UNION CARD SERVICES, INC	16
423576	Visa	CREDIT UNION CARD SERVICES, INC	16
423577	Visa	CREDIT UNION CARD SERVICES, INC	16
423578	Visa Debit	FREEDOM CREDIT UNION	16
423579	Visa	CREDIT UNION CARD SERVICES, INC	16
423580	Visa	CREDIT UNION CARD SERVICES, INC	16
423581	Visa	CREDIT UNION CARD SERVICES, INC	16
423582	Visa	CREDIT UNION CARD SERVICES, INC	16
423583	Visa	CREDIT UNION CARD SERVICES, INC	16
423584	Visa Credit	MOUNTAIN AMERICA CREDIT UNION	16
423585	Visa Credit	ASSOCIATED CREDIT UNION	16
423586	Visa	CREDIT UNION CARD SERVICES, INC	16
423588	Visa	CREDIT UNION CARD SERVICES, INC	16
423589	Visa	CREDIT UNION CARD SERVICES, INC	16
423590	Visa	CREDIT UNION CARD SERVICES, INC	16
423591	Visa	CREDIT UNION CARD SERVICES, INC	16
423592	Visa	CREDIT UNION CARD SERVICES, INC	16
423593	Visa	CREDIT UNION CARD SERVICES, INC	16
423594	Visa	CREDIT UNION CARD SERVICES, INC	16
423595	Visa Credit	CENTRAL CREDIT UNION OF MARYLAND	16
423596	Visa Credit	THE GOLDEN 1 CREDIT UNION	16
423597	Visa	CREDIT UNION CARD SERVICES, INC	16
423597	Visa Credit	Town North Bank N.A.	16
423598	Visa Credit	SUMMIT CREDIT UNION	16
423599	Visa Credit	SUMMIT CREDIT UNION	16
423600	Visa	GLENS FALLS NATIONAL BANK & TRUST COMPANY	16
423602	Visa Debit	GLENS FALLS NATIONAL BANK & TRUST COMPANY	16
423604	Visa Credit	FIRST NATIONAL BANK OF SCOTIA	16
423605	Visa Credit	FIRST NATIONAL BANK OF SCOTIA	16
423606	Visa Credit	FIRST NATIONAL BANK OF OMAHA	16
423607	Visa Debit	SARATOGA NATIONAL BANK & TRUST CO.	16
423609	Visa Credit	CITIBANK USA, N.A. (SLOVAKIA) A.S.	16
423612	Visa Debit	THE NATIONAL UNION BANK OF KINDERHOOK	16
423615	Visa Credit	CONTECNICA S.A.	16
423616	Visa Credit	CONTECNICA S.A.	16
423617	Visa	BANCO DE CREDITO DEL PERU	16
423618	Visa Debit	LOUISVILLE MEDICAL CENTER FEDERAL CREDIT UNION	16
423619	Visa	CITCO BANKING CORPORATION N.V.	16
423620	Visa	BANK OF BUTTERFIELD INTERNATIONAL (CAYMAN) LTD.	16
423621	Visa Credit	BANCO BILBAO VIZCAYA ARGENTARIA PARAGUAY S.A.	16
423622	Visa Credit	BANCO BILBAO VIZCAYA ARGENTARIA PARAGUAY S.A.	16
423623	Visa Debit	BANCO DE GALICIA Y BUENOS AIRES, S.A.	16
423624	Visa	THE BANK OF NEVIS LIMITED	16
423626	Visa	CREDIT UNION CARD SERVICES, INC	16
423627	Visa	NATIONAL CITY BANK OF KENTUCKY	16
423630	Visa Debit	MONTGOMERY COUNTY BANK	16
423632	Visa	COMPANIA PERUANA DE MEDIOS DE PAGO S.A.	16
423633	Visa Debit	PHENIX FEDERAL CREDIT UNION	16
423634	Visa Debit	TRUSERVICE FEDERAL CREDIT UNION	16
423635	Visa Debit	CRYSTAL LAKE BANK & TRUST COMPANY, N.A.	16
423636	Visa	SCOTIABANK TRINIDAD & TOBAGO LIMITED	16
423637	Visa Debit	UNION PLANTERS BANK, N.A.	16
423638	Visa	CREDIT UNION CARD SERVICES, INC	16
423639	Visa	CREDIT UNION CARD SERVICES, INC	16
423640	Visa Debit	CITIBANK USA, N.A.	16
423647	Visa Credit	BANCO DE CASTILLA S.A.	16
423651	Visa Debit	LISTERHILL CREDIT UNION	16
423652	Visa Credit	ROYAL BANK OF CANADA	16
423653	Visa Credit	ROYAL BANK OF CANADA	16
423656	Visa Credit	ROYAL BANK OF CANADA	16
423657	Visa Credit	ROYAL BANK OF CANADA	16
423658	Visa	CREDIT UNION CARD SERVICES, INC	16
423659	Visa Credit	PRIMER BANCO DEL ISTMO S.A.	16
423660	Visa Debit	HERITAGE COMMUNITY BANK	16
423661	Visa Credit	BANCO SANTANDER BRASIL S.A.	16
423662	Visa Credit	BANCO SANTANDER BRASIL S.A.	16
423663	Visa Credit	FIRST NATIONAL BANK OF FLORIDA	16
423664	Visa Credit	FIRST NATIONAL BANK OF FLORIDA	16
423665	Visa Credit	FIRST NATIONAL BANK OF FLORIDA	16
423666	Visa Credit	FIRST NATIONAL BANK OF FLORIDA	16
423668	Visa Credit	CORPORATE AMERICA FAMILY CREDIT UNION	16
423669	Visa Credit	BANCO DE LA CIUDAD DE BUENOS AIRES	16
423670	Visa	CREDIT UNION CARD SERVICES, INC	16
423673	Visa Debit	KANE COUNTY TEACHERS CREDIT UNION	16
423674	Visa Debit	COMMUNITY BANK OF HOPEDALE	16
423675	Visa Debit	DUNLAP BANK	16
423676	Visa	ICBA BANCARD	16
423678	Visa	HARRIS TRUST & SAVINGS BANK	16
423683	Visa Debit	AMSOUTH BANK	16
423684	Visa	AMSOUTH BANK	16
423687	Visa Credit	CREDIT UNION CARD SERVICES, INC	16
423688	Visa	PROMOCION Y OPERACION, S.A. DE C.V.	16
423689	Visa	SERVICES CREDIT UNION	16
423690	Visa	MADURO & CURIEL'S BANK N.V.	16
423691	Visa Credit	BANCO VENEZOLANO DE CREDITO S.A.C.A.	16
423696	Visa Credit	AVAL CARD, S.A.	16
423698	Visa Debit	FORT KNOX FEDERAL CREDIT UNION	16
423699	Visa Credit	BANCO DE VASCONIA S.A.	16
423700	Visa Debit	BANCO BRADESCO S.A.	16
423701	Visa Credit	CAJA RURAL DE NAVARRA	16
423702	Visa Credit	CAJA RURAL DE NAVARRA	16
423703	Visa Credit	CORPORATE AMERICA FAMILY CREDIT UNION	16
423704	Visa Credit	ROCK VALLEY FEDERAL CREDIT UNION	16
423705	Visa Credit	OLIN COMMUNITY CREDIT UNION	16
423706	Visa	CREDIT UNION CARD SERVICES, INC	16
423707	Visa	SERVICES CREDIT UNION	16
423709	Visa Credit	EARTHMOVER CREDIT UNION	16
423711	Visa Credit	ARMOUR KANKAKEE CREDIT UNION	16
423712	Visa	SERVICES CREDIT UNION	16
423714	Visa	CREDIT UNION CARD SERVICES, INC	16
423715	Visa Credit	BANCO DE ANDALUCIA S.A.	16
423716	Visa	CREDIT UNION CARD SERVICES, INC	16
423717	Visa Credit	CAJA DE AHORROS DEL MEDITERRANEO	16
423718	Visa Credit	FREEDOM FINANCIAL FEDERAL CREDIT UNION	16
423719	Visa	CLOSED JOINT-STOCK COMPANY ALFA-BANK	16
423720	Visa Credit	WGE FEDERAL CREDIT UNION	16
423721	Visa Credit	ITT EMPLOYEES' (FORT WAYNE DIVISION) FEDERAL CREDIT UNION	16
423722	Visa Credit	N & W FEDERAL CREDIT UNION	16
423723	Visa Credit	PUBLIC SERVICE CREDIT UNION	16
423724	Visa	CREDIT UNION CARD SERVICES, INC	16
423725	Visa Debit	BANK ZACHODNI WBK S.A.	16
423726	Visa Credit	VIGO COUNTY FEDERAL CREDIT UNION	16
423728	Visa Debit	ALLIANCE CREDIT UNION	16
423729	Visa Credit	O.S.U. FEDERAL CREDIT UNION	16
423731	Visa	COLUMBIA COMMUNITY CREDIT UNION	16
423731	Visa Debit	WELLS FARGO BANK, N.A.	16
423732	Visa Debit	HUACHUCA FEDERAL CREDIT UNION	16
423733	Visa Credit	CREDIT UNION CARD SERVICES, INC	16
423734	Visa Credit	MUNSEETOWN COMMUNITY FEDERAL CREDIT UNION	16
423735	Visa Credit	BANCO POPULAR ESPANOL S.A.	16
423736	Visa Credit	BANCO POPULAR ESPANOL S.A.	16
423737	Visa Debit	HIGH PLAINS FEDERAL CREDIT UNION	16
423738	Visa	CREDIT UNION CARD SERVICES, INC	16
423739	Visa Debit	COMMERCIAL BANK PROMINVESTRASCHET LTD	16
423740	Visa Debit	COMMERCIAL BANK PROMINVESTRASCHET LTD	16
423741	Visa Debit	COMMERCIAL BANK PROMINVESTRASCHET LTD	16
423742	Visa Debit	COMMERCIAL BANK PROMINVESTRASCHET LTD	16
423743	Visa	CREDIT UNION CARD SERVICES, INC	16
423745	Visa	HANSCOM FEDERAL CREDIT UNION	16
423747	Visa	CREDIT UNION CARD SERVICES, INC	16
423748	Visa	SERVICES CREDIT UNION	16
423749	Visa Credit	MEMBERS ADVANTAGE CREDIT UNION	16
423750	Visa Credit	HERITAGE CREDIT UNION	16
423751	Visa Credit	CREDIT UNION 1	16
423752	Visa Credit	U.S. EMPLOYEES CREDIT UNION	16
423753	Visa Credit	NORTHWEST COMMUNITY CREDIT UNION	16
423754	Visa Credit	H-F CREDIT UNION	16
423756	Visa	CREDIT UNION CARD SERVICES, INC	16
423757	Visa Credit	LAND OF LINCOLN CREDIT UNION	16
423758	Visa Credit	WINNEBAGO COUNTY SCHOOLS CREDIT UNION	16
423759	Visa Debit	EURODIREKT NATIONAL SAVINGS CO-OPERATIVE	16
423760	Visa	CREDIT UNION CARD SERVICES, INC	16
423761	Visa	CREDIT UNION CARD SERVICES, INC	16
423762	Visa	CREDIT UNION CARD SERVICES, INC	16
423764	Visa	CREDIT UNION CARD SERVICES, INC	16
423765	Visa	CREDIT UNION CARD SERVICES, INC	16
423767	Visa	CREDIT UNION CARD SERVICES, INC	16
423768	Visa	CREDIT UNION CARD SERVICES, INC	16
423772	Visa	CREDIT UNION CARD SERVICES, INC	16
423773	Visa Credit	CREDIT UNION CARD SERVICES, INC	16
423774	Visa Credit	BUFFALO METROPOLITAN FEDERAL CREDIT UNION	16
423775	Visa	CREDIT UNION CARD SERVICES, INC	16
423776	Visa Credit	OLEAN AREA FEDERAL CREDIT UNION	16
423779	Visa	CREDIT UNION CARD SERVICES, INC	16
423780	Visa	CREDIT UNION CARD SERVICES, INC	16
423781	Visa Credit	POWER-TECH FEDERAL CREDIT UNION	16
423783	Visa	CREDIT UNION CARD SERVICES, INC	16
423784	Visa	CREDIT UNION CARD SERVICES, INC	16
423785	Visa	CREDIT UNION CARD SERVICES, INC	16
423786	Visa	CREDIT UNION CARD SERVICES, INC	16
423788	Visa Credit	SIDNEY FEDERAL CREDIT UNION	16
423790	Visa Credit	BANK OF AMERICA, N.A.	16
423791	Visa Credit	SIKORSKY FINANCIAL CREDIT UNION, INC	16
423792	Visa	CREDIT UNION CARD SERVICES, INC	16
423794	Visa Credit	MACDILL FEDERAL CREDIT UNION	16
423795	Visa Credit	WRIGHT PATMAN CONGRESSIONAL FEDERAL CREDIT UNION	16
423796	Visa Credit	MICHIGAN STATE UNIVERSITY FEDERAL CREDIT UNION	16
423797	Visa Credit	EMPIRE FEDERAL CREDIT UNION	16
423798	Visa Credit	US AIRWAYS FEDERAL CREDIT UNION	16
423801	Visa Credit	VISA AUSTRIA	16
423802	Visa Debit	CU HAWAII FEDERAL CREDIT UNION	16
423803	Visa Debit	NMB BANK LIMITED	16
423804	Visa Credit	EL CREDITO HIPOTECARIO NACIONAL DE GUATEMALA	16
423805	Visa Credit	CREDITTRUST LIMITED LIABILITY COMPANY CB	16
423806	Visa Debit	CREDITTRUST LIMITED LIABILITY COMPANY CB	16
423807	Visa Debit	CREDITTRUST LIMITED LIABILITY COMPANY CB	16
423808	Visa Debit	BANCO SANTANDER BRASIL S.A.	16
423809	Visa Credit	BANCO SANTANDER BRASIL S.A.	16
423810	Visa Debit	FAMILY SAVINGS FEDERAL CREDIT UNION	16
423814	Visa Debit	GARDEN STATE FEDERAL CREDIT UNION	16
423815	Visa	NMB BANK LIMITED	16
423816	Visa Debit	JOHN DEERE COMMUNITY CREDIT UNION	16
423817	Visa Debit	MICHIGAN STATE UNIVERSITY FEDERAL CREDIT UNION	16
423818	Visa Debit	BELLWOOD FEDERAL CREDIT UNION	16
423819	Visa	CREDIT UNION CARD SERVICES, INC	16
423820	Visa Debit	CREDIT UNION CARD SERVICES, INC	16
423821	Visa Debit	STATEWIDE FEDERAL CREDIT UNION	16
423822	Visa	CREDIT UNION CARD SERVICES, INC	16
423823	Visa	CREDIT UNION CARD SERVICES, INC	16
423826	Visa Debit	ALAHLI BANK OF KUWAIT (K.S.C.)	16
423827	Visa Debit	AMPHIBIOUS BASE NAVAL BASE FEDERAL CREDIT UNION	16
423828	Visa Debit	HEALTH CREDIT UNION	16
423829	Visa Debit	MACOMB SCHOOLS & GOVERNMENT CREDIT UNION	16
423829	Visa	MICHIGAN SCHOOLS & GOVERNMENT CREDIT UNION	16
423830	Visa Debit	BIRMINGHAM FEDERAL EMPLOYEES FEDERAL CREDIT UNION	16
423831	Visa	CREDIT UNION CARD SERVICES, INC	16
423833	Visa Debit	SEKERBANK TAS	16
423834	Visa Debit	VANTAGE CREDIT UNION	16
423838	Visa Debit	EL CREDITO HIPOTECARIO NACIONAL DE GUATEMALA	16
423839	Visa	CREDIT UNION CARD SERVICES, INC	16
423841	Visa	CREDIT UNION CARD SERVICES, INC	16
423843	Visa Debit	JOINT STOCK POST PENSION BANK AVAL	16
423844	Visa Credit	CAJA RURAL DE BURGOS	16
423845	Visa Debit	CREDIT UNION CARD SERVICES, INC	16
423846	Visa Debit	CAJA RURAL PROVINCIAL DE BALEARS	16
423847	Visa Credit	CAJA DE AHORROS DE SANTANDER Y CANTABRIA	16
423848	Visa Debit	CAPITAL COMMUNICATIONS FEDERAL CREDIT UNION	16
423851	Visa Credit	UNICAJA	16
423852	Visa Credit	CAJA E AHORROS DE SALAMANCA Y SORIA (CAJA DUERO)	16
423853	Visa Debit	PROFESSIONAL FEDERAL CREDIT UNION	16
423854	Visa Debit	CENTRA CREDIT UNION	16
423855	Visa	NORTHEAST CREDIT UNION	16
423856	Visa Credit	MONTE DE PIEDAD Y CAJA DE AHORROS DE HUELVA Y SEVILLA (EL MONTE)	16
423857	Visa Debit	TLC COMMUNITY CREDIT UNION	16
423862	Visa	HAMILTON SUNDSTRAND FEDERAL CREDIT UNION	16
423863	Visa	CREDIT UNION CARD SERVICES, INC	16
423864	Visa	CREDIT UNION CARD SERVICES, INC	16
423866	Visa Credit	ST LUKE'S HOSPITAL EMPLOYEES CREDIT UNION	16
423867	Visa	LORAIN NATIONAL BANK	16
423869	Visa Debit	TIB THE INDEPENDENT BANKERSBANK	16
423870	Visa	CREDIT UNION CARD SERVICES, INC	16
423871	Visa Credit	CAJA DE AHORROS DE NAVARRA	16
423872	Visa Credit	CAJA VITAL	16
423873	Visa Debit	AVIATION ASSOCIATES CREDIT UNION	16
423874	Visa Credit	HARRISON POLICE & FIREMEN'S FEDERAL CREDIT UNION	16
423875	Visa Credit	RAPIDES SCHOOL EMPLOYEES FEDERAL CREDIT UNION	16
423876	Visa Debit	BANK OF COMMERCE	16
423877	Visa Debit	TELEPHONE CREDIT UNION	16
423878	Visa	CREDIT UNION CARD SERVICES, INC	16
423879	Visa	CREDIT UNION CARD SERVICES, INC	16
423880	Visa	CREDIT UNION CARD SERVICES, INC	16
423882	Visa Debit	SUMMIT CREDIT UNION	16
423883	Visa Debit	ZIONS FIRST NATIONAL BANK	16
423884	Visa Debit	ZIONS FIRST NATIONAL BANK	16
423885	Visa	FOUNDERS FEDERAL CREDIT UNION	16
423886	Visa Credit	EVANGELISCHE KREDITGENOSSENSCHAFT EG	16
423887	Visa Debit	ADDISON AVENUE FEDERAL CREDIT UNION	16
423888	Visa Debit	CREDIT UNION CARD SERVICES, INC	16
423889	Visa Credit	BRYANT CREDIT UNION	16
423890	Visa	CREDIT UNION CARD SERVICES, INC	16
423891	Visa Credit	SILVER STATE SCHOOLS CREDIT UNION	16
423892	Visa	CREDIT UNION CARD SERVICES, INC	16
423893	Visa	CREDIT UNION CARD SERVICES, INC	16
423894	Visa Credit	COMMUNITY AMERICA CREDIT UNION	16
423896	Visa Credit	BANK OF CYPRUS LIMITED	16
423897	Visa Credit	MIZZOU CREDIT UNION	16
423898	Visa	CREDIT UNION CARD SERVICES, INC	16
423901	Visa Debit	ARVEST BANK	16
423902	Visa Debit	ARVEST BANK	16
423903	Visa Debit	ARVEST BANK	16
423904	Visa Debit	ARVEST BANK	16
423905	Visa Debit	ARVEST BANK	16
423906	Visa Debit	ARVEST BANK	16
423907	Visa Debit	ARVEST BANK	16
423908	Visa Debit	ARVEST BANK	16
423909	Visa Debit	ARVEST BANK	16
423910	Visa Debit	ARVEST BANK	16
423911	Visa Debit	ARVEST BANK	16
423916	Visa Debit	BANCO LLOYDS TSB S.A.	16
423919	Visa Debit	BANK OF SHOREWOOD	16
423920	Visa Credit	BANCO SANTANDER CENTRAL HISPANO - PERU	16
423921	Visa Credit	BANCO SANTANDER CENTRAL HISPANO - PERU	16
423922	Visa Credit	BANCO SANTANDER CENTRAL HISPANO - PERU	16
423923	Visa Credit	SERVICES CREDIT UNION	16
423924	Visa Debit	MERIDIAN MUTUAL FEDERAL CREDIT UNION	16
423925	Visa Credit	BBVA BANCO BHIF	16
423927	Visa Credit	BANCO INTERNACIONAL S.A.	16
423928	Visa Credit	BANCO INTERNACIONAL S.A.	16
423929	Visa Credit	BANCO INTERNACIONAL S.A.	16
423930	Visa Credit	BANCO UNION S.A.	16
423931	Visa Credit	BANCO UNION S.A.	16
423938	Visa Credit	BANCO ALIADAS S.A.	16
423939	Visa	FIRST INTERNET BANK OF INDIANA	16
423940	Visa Credit	FIRST INTERNET BANK OF INDIANA	16
423941	Visa	SERVICES CREDIT UNION	16
423942	Visa Credit	BANCO BRADESCO S.A.	16
423943	Visa Debit	BANCO BILBAO VIZCAYA ARGENTARIA BRASIL S.A.	16
423944	Visa	INDIANA FIRST BANK	16
423945	Visa Credit	CITIBANK USA, N.A.	16
423947	Visa Debit	WASHINGTON STATE BANK	16
423948	Visa	SERVICES CREDIT UNION	16
423949	Visa Debit	BANCO DE CREDITO Y DESARROLLO SOCIAL MEGABANCO S.A. - (MEGABANCO S.A.)	16
423950	Visa Debit	BANCO DE CREDITO Y DESARROLLO SOCIAL MEGABANCO S.A. - (MEGABANCO S.A.)	16
423953	Visa Debit	ST. GEORGE BANK LIMITED	16
423954	Visa Debit	ST. GEORGE BANK LIMITED	16
423955	Visa Debit	SAN BERNARDINO SCHOOL EMPLOYEES FEDERAL CREDIT UNION	16
423956	Visa Debit	HCREDIT UNION	16
423957	Visa	WESTAMERICA BANK	16
423959	Visa Debit	WESTAMERICA BANK	16
423960	Visa Credit	VIETNAM EXPORT IMPORT COMMERCIAL JOINT-STOCK BANK	16
423961	Visa Credit	PORTLAND AREA COMMUNITY EMPLOYEES' CREDIT UNION	16
423962	Visa Debit	KLEIN BANK	16
423963	Visa Debit	RAPPAHANNOCK NATIONAL BANK	16
423964	Visa Debit	COLUMBUS UNITED FEDERAL CREDIT UNION	16
423966	Visa Debit	SUFFOLK COUNTY NATIONAL BANK	16
423967	Visa	KEYBANK N.A.	16
423968	Visa Debit	FIRST FEDERAL BANK	16
423969	Visa Debit	HAVILAND STATE BANK	16
423971	Visa	CREDIT UNION CARD SERVICES, INC	16
423972	Visa	THE BANK	16
423973	Visa Credit	HERITAGEBANK OF THE SOUTH	16
423974	Visa	CREDIT UNION CARD SERVICES, INC	16
423974	Visa Debit	GHS Federal Credit Union	16
423975	Visa	CREDIT UNION CARD SERVICES, INC	16
423976	Visa	CREDIT UNION CARD SERVICES, INC	16
423977	Visa	CREDIT UNION CARD SERVICES, INC	16
423978	Visa	CREDIT UNION CARD SERVICES, INC	16
423979	Visa Credit	1ST UNITED SERVICES CREDIT UNION	16
423980	Visa Credit	FIRST NATIONAL BANK	16
423982	Visa Credit	GREAT WESTERN BANK	16
423987	Visa Credit	APPALACHIAN COMMUNITY BANK	16
423988	Visa Debit	FIRST COUNTIES BANK	16
423989	Visa Credit	FIRST NATIONAL BANK IN BROOKINGS	16
423992	Visa	HERITAGE COMMUNITY CREDIT UNION	16
423993	Visa Debit	PLACER CREDIT UNION	16
423994	Visa	BRIDGEWATER CREDIT UNION	16
423995	Visa Debit	COASTLINE COMMUNITY CREDIT UNION	16
423996	Visa Debit	CENTRAL STATE CREDIT UNION	16
423997	Visa Debit	SANTA MONICA SCHOOL EMPLOYEES FEDERAL CREDIT UNION	16
423998	Visa Debit	LOS ANGELES SCHOOLS FEDERAL CREDIT UNION	16
423998	Visa Debit	Schools Federal Credit Union	16
423999	Visa Debit	ROGUE FEDERAL CREDIT UNION	16
424100	Visa Credit	BANK OF AMERICA, N.A.	16
424101	Visa Credit	SCOTIABANK DE COSTA RICA S.A.	16
424102	Visa Credit	SCOTIABANK DE COSTA RICA S.A.	16
424103	Visa Credit	PT. BANK ARTHA GRAHA	16
424115	Visa Debit	National Commercial Bank Jamaica Limited	16
424119	Visa Credit	BANCO DE GALICIA S.A.	16
424121	Visa	BANK OF AMERICA, N.A.	16
424136	Visa	BANKFIRST	16
424183	Visa Credit	RAIFFEISEN BANK DD BOSNA I HERCEGOVINA	16
424185	Visa Credit	BANK OF AMERICA, N.A.	16
424191	Visa	LLOYDS TSB BANK PLC	16
424192	Visa	LLOYDS TSB BANK PLC	16
424193	Visa	LLOYDS TSB BANK PLC	16
424194	Visa	LLOYDS TSB BANK PLC	16
424195	Visa	LLOYDS TSB BANK PLC	16
424196	Visa	LLOYDS TSB BANK PLC	16
424197	Visa	LLOYDS TSB BANK PLC	16
424198	Visa	LLOYDS TSB BANK PLC	16
424199	Visa	BANK OF AMERICA, N.A.	16
424201	Visa Credit	LANDESBANK BADEN-WUERTTEMBERG	16
424204	Visa Debit	JSC URAL-SIBERIAN BANK (OAO URALSIB)	16
424205	Visa Debit	JSC URAL-SIBERIAN BANK (OAO URALSIB)	16
424206	Visa Debit	JSC URAL-SIBERIAN BANK (OAO URALSIB)	16
424207	Visa Debit	JSC URAL-SIBERIAN BANK (OAO URALSIB)	16
424302	Visa Credit	EL CREDITO HIPOTECARIO NACIONAL DE GUATEMALA	16
424303	Visa Credit	EL CREDITO HIPOTECARIO NACIONAL DE GUATEMALA	16
424305	Visa Credit	BANCO SUDAMERIS BRASIL, S.A.	16
424306	Visa Credit	BANCO SUDAMERIS BRASIL, S.A.	16
424307	Visa Credit	LANSING COMMUNITY CREDIT UNION	16
424308	Visa Credit	FIRSTBANK PUERTO RICO	16
424426	Visa	NATIONAL BANK OF COMMERCE LIMITED	16
424428	Visa Credit	COASTWAY CREDIT UNION	16
424429	Visa Debit	MARKETPLACE FEDERAL CREDIT UNION	16
424430	Visa Credit	UNIBANCO - UNIAO DE BANCOS BRASILEIROS S.A.	16
424431	Visa Debit	THE PEOPLES BANK	16
424432	Visa	THE NATIONAL BANK OF RAS AL-KHAIMAH	16
424499	Visa	BANK OF VALLETTA PLC	16
424501	Visa Debit	UNITED COMMUNITY BANK	16
424506	Visa	FIRSTMERIT BANK,N.A.	16
424507	Visa Debit	ARMOUR KANKAKEE CREDIT UNION	16
424600	Visa Debit	COMMERCIAL BANK 'PRIVATBANK'	16
424601	Visa Credit	HONEYWELL AEROSPACE FEDERAL CREDIT UNION	16
424602	Visa Credit	CAL STATE 9 CREDIT UNION	16
424603	Visa	HUMBOLDT BANCORP	16
424604	Visa Credit	U.S. Bank N.A. ND	16
424605	Visa	U.S. Bank N.A. ND	16
424607	Visa Credit	COOPERATIEVE CENTRALE RAIFFEISEN- BOERENLEENBANK B.A. (RABOBANK NEDERLAND)	16
424609	Visa Credit	FORUM CREDIT UNION	16
424610	Visa Credit	WELLS FARGO BANK, N.A.	16
424612	Visa Debit	UNION BANCAIRE POUR LE COMMERCE ET L'INDUSTRIE	16
424613	Visa	AMALGAMATED BANK OF CHICAGO	16
424615	Visa Credit	JP MORGAN CHASE BANK, N.A.	16
424616	Visa Credit	FIRST NATIONAL BANK OF OMAHA	16
424617	Visa Credit	JP MORGAN CHASE BANK, N.A.	16
424619	Visa Credit	ATLANTIC CREDIT UNION	16
424621	Visa Credit	NATIONAL CITY BANK	16
424622	Visa Credit	BB&T BANKCARD CORPORATION	16
424623	Visa Credit	SECURITY FEDERAL BANK	16
424624	Visa	NATIONAL CITY BANK OF KENTUCKY	16
424625	Visa Debit	SUNTRUST BANKCARD, N.A.	16
424628	Visa Credit	FIRST NATIONAL BANK OF OMAHA	16
424629	Visa Credit	FIRST NATIONAL BANK OF OMAHA	16
424630	Visa Credit	KEMBA CREDIT UNION, INC	16
424631	Visa Credit	JP MORGAN CHASE BANK, N.A.	16
424634	Visa Credit	JP MORGAN CHASE BANK, N.A.	16
424635	Visa Credit	UNITED NATIONS FEDERAL CREDIT UNION	16
424640	Visa	NATIONAL CITY BANK OF KENTUCKY	16
424641	Visa Debit	JS SAVINGS BANK BELARUSBANK	16
424642	Visa Credit	HSBC BANK USA, N.A.	16
424643	Visa	ARAB AFRICAN INTERNATIONAL BANK	16
424644	Visa Credit	MACON BANK, INC	16
424645	Visa Credit	MACON BANK, INC	16
424646	Visa	MOSCOW MUNICIPAL BANK - BANK OF MOSCOW	16
424647	Visa Credit	USALLIANCE FEDERAL CREDIT UNION	16
424648	Visa	AREA BANK	16
424649	Visa	JP MORGAN CHASE BANK, N.A.	16
424650	Visa	JP MORGAN CHASE BANK, N.A.	16
424651	Visa	THE NORTHERN TRUST COMPANY	16
424652	Visa Credit	UNIVERSITY FEDERAL CREDIT UNION	16
424653	Visa Debit	ALLFIRST BANK	16
424656	Visa Debit	HYPO ALPE-ADRIA-BANK JOINT STOCK COMPANY	16
424658	Visa	BANK HANDLOWY W WARSZAWIE SA	16
424661	Visa Debit	BANCO ESPIRITO SANTO S.A.	16
424662	Visa Credit	COASTAL FEDERAL CREDIT UNION	16
424663	Visa Credit	FIRST FINANCIAL BANK, N.A.	16
424664	Visa	CREDIT UNION CARD SERVICES, INC	16
424665	Visa Debit	WAYPOINT BANK	16
